title,price,currency,price_uf,price_clp,first_seen_price,uf_per_m2,zona_uf_m2,bedrooms,bedrooms_n,bathrooms,bathrooms_n,m2,m2_utiles,seller,tienda_oficial,location,barrio,property_kind,operation,property_type,comuna,listing_id,source,publicado_hace,publicado_fecha_est,first_seen_date,last_seen_date,days_published,delisted_date,url,parking,gastos_comunes_clp,enriched_date,bodegas,antiguedad_anos,m2_totales,m2_terraza,piso_unidad,pisos_edificio,deptos_por_piso,orientacion,lat,lng,finished_date
Exclusivo Duplex Patio Privado De 246 M² | 2d + 3b,30760,CLF,30760.0,1257358372.0,30760.0,89.68,,2 dormitorios,2.0,3 baños,3.0,343 m² útiles,343.0,,False,"Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC2211369977,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211369977-exclusivo-duplex-patio-privado-de-246-m-2d-3b-_JM,,,,,,,,,,,,,,
3dor/2baños/est Y Bodega,7000,CLF,7000.0,286134870.0,7000.0,89.74,98.0,3 dormitorios,3.0,2 baños,2.0,78 m² útiles,78.0,,False,"Holanda, 1513, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC2212107465,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2212107465-3dor2banosest-y-bodega-_JM,1.0,250000.0,2026-09-02,1.0,30.0,83.0,,,,5.0,,-33.4330391,-70.6000983,
Totalmente Remodelado.chesterton 2 Dormitorios/2 Baños 89 M2,7840,CLF,7840.0,320471054.0,7840.0,90.11,96.0,2 dormitorios,2.0,2 baños,2.0,87 m² útiles,87.0,,False,"Chesterton 7176, Las Condes, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC2211623679,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211623679-totalmente-remodeladochesterton-2-dormitorios2-banos-89-m2-_JM,1.0,150000.0,2026-09-02,0.0,0.0,89.0,5.0,11.0,20.0,4.0,O,-33.4069116,-70.551199,
Departamento Con Privilegiada Vista (173640),11200,CLF,11200.0,457815792.0,11200.0,90.32,,4 dormitorios,4.0,4 baños,4.0,124 m² útiles,124.0,,False,"Padre Hurtado Sur, Las Condes, Chile, Colón Oriente - Vital Apoquindo, Las Condes",Colón Oriente - Vital Apoquindo,usada,venta,departamento,las-condes-metropolitana,MLC4441925376,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441925376-departamento-con-privilegiada-vista-173640-_JM,,,,,,,,,,,,,,
"Maravilloso Departamento En Venta, Eje Kennedy, Las Condes",23900,CLF,23900.0,976946199.0,23900.0,90.53,,4 dormitorios,4.0,5 baños,5.0,264 m² útiles,264.0,BINEXXOS BUSINESS INTELLIGENC,True,"Avenida Presidente Kennedy 7575, Alto Las Condes, Las Condes",Alto Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC2211613755,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211613755-maravilloso-departamento-en-venta-eje-kennedy-las-condes-_JM,,,,,,,,,,,,,,
Dpto. Espacioso Y Acogedor 4d4b Estar A Pasos Del Jumbo,12700,CLF,12700.0,519130407.0,12700.0,90.71,,4 dormitorios,4.0,4 baños,4.0,140 m² útiles,140.0,,False,"Isabel La Católica | 4D4B Estar Terraza Vista Despejada (168m2 UF12.700) | Las Condes | Walker And Partners, Barrio Italia, Providencia",Barrio Italia,usada,venta,departamento,providencia-metropolitana,MLC2211804771,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211804771-dpto-espacioso-y-acogedor-4d4b-estar-a-pasos-del-jumbo-_JM,,,,,,,,,,,,,,
Depto. Con La Mejor Panorámica Y A Pasos Del Parqu...,4990,CLF,4990.0,203973286.0,4990.0,90.73,,2 dormitorios,2.0,1 baño,1.0,55 m² útiles,55.0,Property Partners,True,"Las Condes, Parque Arauco",Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC4443881830,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4443881830-depto-con-la-mejor-panoramica-y-a-pasos-del-parqu-_JM,0.0,,2026-09-02,0.0,43.0,65.0,10.0,11.0,20.0,4.0,P,-33.4061283,-70.5862102,
Departamento En Venta De 4 Dorm. 3 Baños En Las Condes,14250,CLF,14250.0,582488842.0,14250.0,90.76,,4 dormitorios,4.0,4 baños,4.0,157 m² útiles,157.0,,False,"Flor De Azucenas- Alonso De Cordova, Nueva Las Condes, Las Condes",Nueva Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC4441914426,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441914426-departamento-en-venta-de-4-dorm-3-banos-en-las-condes-_JM,,,,,,,,,,,,,,
Hospital Salvador / Barrio Italia / Parque Inés De Suárez,6290,CLF,6290.0,257112619.0,6290.0,91.16,84.0,3 dormitorios,3.0,2 baños,2.0,69 m² útiles,69.0,,False,"Roman Diaz Con Bilbao, Barrio Italia, Providencia",Barrio Italia,usada,venta,departamento,providencia-metropolitana,MLC4441138986,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441138986-hospital-salvador-barrio-italia-parque-ines-de-suarez-_JM,1.0,150000.0,2026-09-02,0.0,34.0,75.0,6.0,5.0,6.0,5.0,,-33.4402905,-70.6198329,
"¡exclusivo Depto. En Las Condes, Cerca Del Metro Manquehue!",10100,CLF,10100.0,412851741.0,10100.0,91.82,,3 dormitorios,3.0,2 baños,2.0,110 m² útiles,110.0,,False,"METRO MANQUEHUE, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC4441137314,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441137314-exclusivo-depto-en-las-condes-cerca-del-metro-manquehue-_JM,,,,,,,,,,,,,,
El Golf / Amplio / Renovar / Metro Tobalaba,13500,CLF,13500.0,551831535.0,13500.0,91.84,,3 dormitorios,3.0,3 baños,3.0,147 m² útiles,147.0,,False,"Isidora Goyenechea, Las Condes",Isidora Goyenechea,usada,venta,departamento,las-condes-metropolitana,MLC2211623705,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211623705-el-golf-amplio-renovar-metro-tobalaba-_JM,,,,,,,,,,,,,,
Barrio Yungay (115916),2300,CLF,2300.0,94015743.0,2300.0,92.0,66.0,1 dormitorio,1.0,1 baño,1.0,25 m² útiles,25.0,,False,"General Bulnes, Barrio Yungay, Santiago",Barrio Yungay,usada,venta,departamento,santiago-metropolitana,MLC4441927454,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441927454-barrio-yungay-115916-_JM,1.0,70000.0,2026-09-02,1.0,5.0,25.0,,5.0,5.0,8.0,P,-33.4421252,-70.669626,
Departamento En Venta De 2 Dorm.2 Baños En Las Condes,7382,CLF,7382.0,301749659.0,7382.0,92.28,102.0,2 dormitorios,2.0,2 baños,2.0,80 m² útiles,80.0,,False,"Av Las Condes/ Camino San Antonio, Mall Sport, Las Condes",Mall Sport,usada,venta,departamento,las-condes-metropolitana,MLC4441940228,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441940228-departamento-en-venta-de-2-dorm2-banos-en-las-condes-_JM,0.0,190000.0,2026-09-02,0.0,6.0,94.0,14.0,8.0,10.0,10.0,NP,-33.371308,-70.5113765,
Amplio Departamento Remodelado/luminoso/colón,12000,CLF,12000.0,490516920.0,12000.0,92.31,,3 dormitorios,3.0,3 baños,3.0,130 m² útiles,130.0,Family Home,True,"Colón, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC2213130567,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2213130567-amplio-departamento-remodeladoluminosocolon-_JM,,,,,,,,,,,,,,
Excelente Departamento Privilegiada Vista Mirador San Damian,27500,CLF,27500.0,1124101275.0,27500.0,92.59,,4 dormitorios,4.0,4 baños,4.0,297 m² útiles,297.0,,False,"EXCELENTE DEPARTAMENTO PRIVILEGIADA VISTA MIRADOR SAN DAMIAN, San Carlos De Apoquindo, Las Condes",San Carlos De Apoquindo,usada,venta,departamento,las-condes-metropolitana,MLC2213128469,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2213128469-excelente-departamento-privilegiada-vista-mirador-san-damian-_JM,,,,,,,,,,,,,,
Departamento De 3d Con Vista Despejada/rotonda Atenas,8900,CLF,8900.0,363800049.0,8900.0,92.71,88.0,3 dormitorios,3.0,2 baños,2.0,96 m² útiles,96.0,Family Home,True,"Rotonda Atenas, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC2213130149,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2213130149-departamento-de-3d-con-vista-despejadarotonda-atenas-_JM,1.0,180000.0,2026-09-02,1.0,24.0,116.0,,,,,P,-33.4199106,-70.5535405,
Departamento En Venta De 4 Dorm. En Las Condes,12990,CLF,12990.0,530984566.0,12990.0,92.79,,4 dormitorios,4.0,4 baños,4.0,140 m² útiles,140.0,,False,"Fray Montalva, Las Condes",Fray Montalva,usada,venta,departamento,las-condes-metropolitana,MLC2213144169,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2213144169-departamento-en-venta-de-4-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
Departamento En Venta De 4 Dorm. En Las Condes,12990,CLF,12990.0,530984566.0,12990.0,92.79,,4 dormitorios,4.0,4 baños,4.0,140 m² útiles,140.0,,False,"Fray Montalva, Mall Sport, Las Condes",Mall Sport,usada,venta,departamento,las-condes-metropolitana,MLC2213144161,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2213144161-departamento-en-venta-de-4-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
Departamento Renovado / A Estrenar / Av Colon /las Condes,12990,CLF,12990.0,530984566.0,12990.0,92.79,,3 dormitorios,3.0,3 baños,3.0,140 m² útiles,140.0,,False,"Sebastian Elcano, Las Condes",Sebastian Elcano,usada,venta,departamento,las-condes-metropolitana,MLC4440983592,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4440983592-departamento-renovado-a-estrenar-av-colon-las-condes-_JM,,,,,,,,,,,,,,
Departamento En Venta 2 Dorm. 2 Baños En Las Condes,7428,CLF,7428.0,303629973.0,7428.0,92.85,102.0,2 dormitorios,2.0,2 baños,2.0,80 m² útiles,80.0,,False,"Av Las Condes/ La Cabaña, Las Condes",Av Las Condes/ La Cabaña,usada,venta,departamento,las-condes-metropolitana,MLC4441927506,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441927506-departamento-en-venta-2-dorm-2-banos-en-las-condes-_JM,0.0,190000.0,2026-09-02,1.0,6.0,94.0,14.0,3.0,10.0,10.0,,-33.3711843,-70.5129709,
Exclusivos 5d En San Carlos De Apoquindo (181142),29256,CLF,29256.0,1195880251.0,29256.0,92.88,,5 dormitorios,5.0,5 baños,5.0,315 m² útiles,315.0,,False,"Francisco Bulnes Correa, Los Dominicos, Las Condes",Los Dominicos,usada,venta,departamento,las-condes-metropolitana,MLC2212102255,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2212102255-exclusivos-5d-en-san-carlos-de-apoquindo-181142-_JM,,,,,,,,,,,,,,
Ubicación Privilegiada Y Conectividad Total. Colón...,6990,CLF,6990.0,285726106.0,6990.0,93.2,,3 dormitorios,3.0,2 baños,2.0,75 m² útiles,75.0,Property Partners,True,"Las Condes, Vaticano",Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC4443907730,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4443907730-ubicacion-privilegiada-y-conectividad-total-colon-_JM,2.0,,2026-09-02,1.0,46.0,85.0,10.0,5.0,6.0,4.0,N,-33.4246708,-70.5786266,
Departamento En Venta De 4 Dorm. En Providencia,13000,CLF,13000.0,531393330.0,13000.0,93.53,,4 dormitorios,4.0,3 baños,3.0,139 m² útiles,139.0,,False,"Vende Depto 4D 3B| 181 Mts 2 Totales| Terrazas| Nororiente| Estacionamiento Y Bodega| Piscinas Areas Verdes Cancha Tennis, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC4440984326,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4440984326-departamento-en-venta-de-4-dorm-en-providencia-_JM,,,,,,,,,,,,,,
"2 Dormitorios, 2 Baños, Cerca Universidades",4215,CLF,4215.0,172294068.0,4215.0,93.67,82.0,2 dormitorios,2.0,2 baños,2.0,45 m² útiles,45.0,MILÁ PROPIEDADES,True,"Nuevo Recién Entregado, 2 Dormitorios 2 Baños, Santa Isabel, Santiago",Santa Isabel,usada,venta,departamento,santiago-metropolitana,MLC4441940206,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441940206-2-dormitorios-2-banos-cerca-universidades-_JM,1.0,80000.0,2026-09-02,1.0,2.0,49.0,4.0,8.0,9.0,15.0,S,-33.4504012,-70.6376906,
Plazas/metro Bilbao/ Colegio San Ignacio/colegio San Gabriel,11900,CLF,11900.0,486429279.0,11900.0,94.44,,4 dormitorios,4.0,3 baños,3.0,126 m² útiles,126.0,,False,"Luis Thayer Ojeda Con El Vergel, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC2211803171,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211803171-plazasmetro-bilbao-colegio-san-ignaciocolegio-san-gabriel-_JM,,,,,,,,,,,,,,
Excelente Vista / Av. Pocuro / Cercano A Colegios,11900,CLF,11900.0,486429279.0,11900.0,94.44,,4 dormitorios,4.0,3 baños,3.0,126 m² útiles,126.0,,False,"Pocuro 2630, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC2211623193,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211623193-excelente-vista-av-pocuro-cercano-a-colegios-_JM,,,,,,,,,,,,,,
Gran Departamento/ Espectacular Vista A Stgo/ Av. Pocuro,11900,CLF,11900.0,486429279.0,11900.0,94.44,,4 dormitorios,4.0,3 baños,3.0,126 m² útiles,126.0,,False,"Av Pocuro Y Av Luis Thayer Ojeda., Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC2211623179,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211623179-gran-departamento-espectacular-vista-a-stgo-av-pocuro-_JM,,,,,,,,,,,,,,
Lindo Departamento / Pocuro / Vistas Despejadas,11900,CLF,11900.0,486429279.0,11900.0,94.44,,4 dormitorios,4.0,3 baños,3.0,126 m² útiles,126.0,,False,"Pocuro 2630, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC4440982690,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4440982690-lindo-departamento-pocuro-vistas-despejadas-_JM,,,,,,,,,,,,,,
Bajo Valor De Mercado / Metro Los Dominicos,13490,CLF,13490.0,551422771.0,13490.0,95.0,,4 dormitorios,4.0,3 baños,3.0,142 m² útiles,142.0,,False,"Los Dominicos, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC4441102484,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441102484-bajo-valor-de-mercado-metro-los-dominicos-_JM,,,,,,,,,,,,,,
163 M Totales / Terraza Con Cristal Plegable / 2 Est,13490,CLF,13490.0,551422771.0,13490.0,95.0,,4 dormitorios,4.0,3 baños,3.0,142 m² útiles,142.0,,False,"Los Domínicos, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC4440987362,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4440987362-163-m-totales-terraza-con-cristal-plegable-2-est-_JM,,,,,,,,,,,,,,
4 Dormitorios / 2 Estac. / Cerca Metro Dominicos,13490,CLF,13490.0,551422771.0,13490.0,95.0,,4 dormitorios,4.0,3 baños,3.0,142 m² útiles,142.0,,False,"Los Dominicos, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC4441137450,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441137450-4-dormitorios-2-estac-cerca-metro-dominicos-_JM,,,,,,,,,,,,,,
¡tu Hogar Ideal En Las Condes Te Espera!,6650,CLF,6650.0,271828126.0,6650.0,95.0,103.0,2 dormitorios,2.0,2 baños,2.0,70 m² útiles,70.0,,False,"Cristobal Colón, 6600 - 6900, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC2211800743,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211800743-tu-hogar-ideal-en-las-condes-te-espera-_JM,1.0,,2026-09-02,1.0,0.0,70.0,,,15.0,,SO,-33.4177252,-70.5594975,
Oportunidad Metro Colon 2 Dormitorios Desde 5% Pie,5995,CLF,5995.0,245054078.0,5995.0,95.16,103.0,2 dormitorios,2.0,2 baños,2.0,63 m² útiles,63.0,,False,"Las Orquídeas 835, Providencia, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC4441922646,portalinmobiliario,hace 11 días,2026-08-22,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441922646-oportunidad-metro-colon-2-dormitorios-desde-5-pie-_JM,1.0,195000.0,2026-09-02,1.0,27.0,70.0,7.0,2.0,7.0,5.0,,-33.4244588,-70.5946314,
Moderno Departamento Con Vista/colón Con Manquehue,8960,CLF,8960.0,366252634.0,8960.0,95.32,93.0,3 dormitorios,3.0,3 baños,3.0,94 m² útiles,94.0,Family Home,True,"Carlos Lira Infante, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC2213143625,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2213143625-moderno-departamento-con-vistacolon-con-manquehue-_JM,2.0,250000.0,2026-09-02,1.0,9.0,101.0,,,,,,-33.4178973,-70.5632367,
"Departamento En Venta, 3d 4b, Las Condes",13300,CLF,13300.0,543656253.0,13300.0,95.68,,3 dormitorios,3.0,4 baños,4.0,139 m² útiles,139.0,,False,"Metro Escuela Militar, Las Condes",Metro Escuela Militar,usada,venta,departamento,las-condes-metropolitana,MLC2211616503,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211616503-departamento-en-venta-3d-4b-las-condes-_JM,,,,,,,,,,,,,,
Depto En Venta Con Increíble Vista Y Gran Ubicación,13400,CLF,13400.0,547743894.0,13400.0,95.71,,4 dormitorios,4.0,3 baños,3.0,140 m² útiles,140.0,,False,"Las Malvas, 502, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC2211795233,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211795233-depto-en-venta-con-increible-vista-y-gran-ubicacion-_JM,,,,,,,,,,,,,,
Venta Depto  3 Dorm Providencia,7200,CLF,7200.0,294310152.0,7200.0,96.0,98.0,3 dormitorios,3.0,2 baños,2.0,75 m² útiles,75.0,,False,"Antonio Varas, Marchant Pereira, Pedro De Valdivia, Providencia",Pedro De Valdivia,usada,venta,departamento,providencia-metropolitana,MLC4440990574,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4440990574-venta-depto-3-dorm-providencia-_JM,1.0,250000.0,2026-09-02,1.0,16.0,82.0,,2.0,1.0,,NP,-33.433372,-70.6143069,
"Victor Rae, 4 Dorm, Edif Full, Oportunidad, 140 Mts2, Ver!!",10190,CLF,10190.0,416530618.0,10190.0,96.13,,4 dormitorios,4.0,4 baños,4.0,106 m² útiles,106.0,,False,"Víctor Rae 4900, Las Condes, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC2212107137,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2212107137-victor-rae-4-dorm-edif-full-oportunidad-140-mts2-ver-_JM,,,,,,,,,,,,,,
Excelente Departamento En Metro Hernando De Magallanes,10000,CLF,10000.0,408764100.0,10000.0,96.15,,3 dormitorios,3.0,2 baños,2.0,104 m² útiles,104.0,Family Home,True,"Metro Hernando De Magallanes/Estadio Italiano, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC2213117259,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2213117259-excelente-departamento-en-metro-hernando-de-magallanes-_JM,,,,,,,,,,,,,,
Departamento Con Espectacular Terraza De 30 Metros Cuadrados,2900,CLF,2900.0,118541589.0,2900.0,96.67,66.0,1 dormitorio,1.0,1 baño,1.0,30 m² útiles,30.0,,False,"Catedral, 3151, Barrio Yungay, Santiago",Barrio Yungay,usada,venta,departamento,santiago-metropolitana,MLC4443896948,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4443896948-departamento-con-espectacular-terraza-de-30-metros-cuadrados-_JM,1.0,0.0,2026-09-02,0.0,7.0,30.0,30.0,5.0,5.0,10.0,,-33.4399481,-70.6782738,
Exclusivo: Lujo Y Confort En Cada Rincón Del Hogar,3100,CLF,3100.0,126716871.0,3100.0,96.88,,1 dormitorio,1.0,1 baño,1.0,32 m² útiles,32.0,Coldwell Banker,True,"Barrio Diez De Julio, Santiago",Barrio Diez De Julio,usada,venta,departamento,santiago-metropolitana,MLC2211621179,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211621179-exclusivo-lujo-y-confort-en-cada-rincon-del-hogar-_JM,0.0,,2026-09-02,0.0,2.0,32.0,,6.0,15.0,6.0,P,-33.4520019,-70.6394227,
Departamento 2 Dormitorios 2 Baños En Providencia,5550,CLF,5550.0,226864076.0,5550.0,97.37,98.0,2 dormitorios,2.0,2 baños,2.0,57 m² útiles,57.0,,False,"Av. Nueva Providencia - Metro Pedro De Valdivia, Providencia",Av. Nueva Providencia - Metro Pedro De Valdivia,usada,venta,departamento,providencia-metropolitana,MLC2211796641,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211796641-departamento-2-dormitorios-2-banos-en-providencia-_JM,1.0,160000.0,2026-09-02,1.0,20.0,60.0,3.0,9.0,15.0,6.0,S,-33.423983,-70.6106536,
"Visviri, Recibos, 3d, 2b, 1e, 1b, Jardines, Piscina.",7500,CLF,7500.0,306573075.0,7500.0,97.4,101.0,3 dormitorios,3.0,2 baños,2.0,77 m² útiles,77.0,,False,"Visviri 1200 - 1500, Las Condes, Colón Oriente - Vital Apoquindo, Las Condes",Colón Oriente - Vital Apoquindo,usada,venta,departamento,las-condes-metropolitana,MLC2213134271,portalinmobiliario,hace 2 meses,2026-07-04,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2213134271-visviri-recibos-3d-2b-1e-1b-jardines-piscina-_JM,1.0,200000.0,2026-09-02,1.0,18.0,80.0,3.0,9.0,16.0,4.0,O,-33.4211583,-70.5397542,
"Remodelado En El Golf, Nororiente, 2 Estacionamientos",12400,CLF,12400.0,506867484.0,12400.0,97.64,,3 dormitorios,3.0,3 baños,3.0,127 m² útiles,127.0,MILÁ PROPIEDADES,True,"Barrio El Golf, Amplio Depto 3 Dormitorios, Centro Financiero, Las Condes",Centro Financiero,usada,venta,departamento,las-condes-metropolitana,MLC4441927486,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441927486-remodelado-en-el-golf-nororiente-2-estacionamientos-_JM,,,,,,,,,,,,,,
Lujoso Depto 4 Dormt. 2 Estac. Cole Sek (147432),13690,CLF,13690.0,559598053.0,13690.0,97.79,,4 dormitorios,4.0,4 baños,4.0,140 m² útiles,140.0,,False,"Capitán Crosbie, Alto Las Condes, Las Condes",Alto Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC4441438162,portalinmobiliario,,,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441438162-lujoso-depto-4-dormt-2-estac-cole-sek-147432-_JM,,,,,,,,,,,,,,
Departamento En Venta De 4 Dorm. En Las Condes,9400,CLF,9400.0,384238254.0,9400.0,97.92,99.0,4 dormitorios,4.0,3 baños,3.0,96 m² útiles,96.0,Benavente Mozó Propiedades,True,"Las Tranqueras, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC2211370167,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211370167-departamento-en-venta-de-4-dorm-en-las-condes-_JM,1.0,280000.0,2026-09-02,1.0,9.0,106.0,10.0,,10.0,,,-33.4004434,-70.557766,
Amplio Departamento En Venta Manquehue Cerro El Plomo,9600,CLF,9600.0,392413536.0,9600.0,97.96,99.0,3 dormitorios,3.0,2 baños,2.0,98 m² útiles,98.0,,False,"Nueva Las Condes, Las Condes",Nueva Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC2211373601,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-2211373601-amplio-departamento-en-venta-manquehue-cerro-el-plomo-_JM,2.0,240000.0,2026-09-02,1.0,37.0,98.0,,6.0,6.0,,,-33.4035463,-70.5694857,
"Inversión, Providencia, Metro Los Leones Y Costanera Center",6400,CLF,6400.0,261609024.0,6400.0,98.46,98.0,3 dormitorios,3.0,2 baños,2.0,65 m² útiles,65.0,,False,"COSTANERA CENTER, METRO LOS LEONES, Los Leones, Providencia",Los Leones,usada,venta,departamento,providencia-metropolitana,MLC4441438074,portalinmobiliario,hoy,2026-09-02,2026-09-02,2026-09-03,2,,https://www.portalinmobiliario.com/MLC-4441438074-inversion-providencia-metro-los-leones-y-costanera-center-_JM,0.0,190000.0,2026-09-02,0.0,660.0,65.0,,6.0,6.0,6.0,N,-33.4198952,-70.6066391,
