title,price,currency,price_uf,price_clp,first_seen_price,uf_per_m2,zona_uf_m2,bedrooms,bedrooms_n,bathrooms,bathrooms_n,m2,m2_utiles,seller,tienda_oficial,location,barrio,property_kind,operation,property_type,comuna,listing_id,source,publicado_hace,publicado_fecha_est,first_seen_date,last_seen_date,days_published,delisted_date,url,parking,gastos_comunes_clp,enriched_date,bodegas,antiguedad_anos,m2_totales,m2_terraza,piso_unidad,pisos_edificio,deptos_por_piso,orientacion,lat,lng,finished_date
"Venta Duplex Con Gran Jardín, Terrazas Y Quincho",23900,CLF,23900.0,976190481.0,23900.0,79.93,,6 dormitorios,6.0,5 baños,5.0,299 m² útiles,299.0,Coldwell Banker,True,"San Carlos De Apoquindo, Las Condes",San Carlos De Apoquindo,usada,venta,departamento,las-condes-metropolitana,MLC4191870972,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4191870972-venta-duplex-con-gran-jardin-terrazas-y-quincho-_JM,,,,,,,,,,,,,,
Amplio Y  Luminoso Departamento Oriente:,12000,CLF,12000.0,,12000.0,80.0,,4 dormitorios,4.0,3 baños,3.0,150 m² útiles,150.0,Coldwell Banker,True,"Vaticano, Las Condes",Vaticano,usada,venta,departamento,las-condes-metropolitana,MLC4130994278,portalinmobiliario,,,2026-07-22,2026-07-23,2,2026-07-24,https://www.portalinmobiliario.com/MLC-4130994278-amplio-y-luminoso-departamento-oriente-_JM,,,,,,,,,,,,,,
Exclusivo Edificio - Full Remodelado De Lujo  - El Golf,24000,CLF,24000.0,980274960.0,24000.0,80.0,,3 dormitorios,3.0,4 baños,4.0,300 m² útiles,300.0,,False,"Alsacia 1 - 300, Las Condes, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4159940640,portalinmobiliario,,,2026-07-22,2026-07-29,8,2026-07-30,https://www.portalinmobiliario.com/MLC-4159940640-exclusivo-edificio-full-remodelado-de-lujo-el-golf-_JM,,,,,,,,,,,,,,
Dpto 3 Dormitorios Victor Rae,11200,CLF,11200.0,457461648.0,11200.0,80.0,91.0,3 dormitorios,3.0,3 baños,3.0,140 m² útiles,140.0,,False,"Víctor Rae, Las Condes, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC4211502462,portalinmobiliario,hoy,2026-07-21,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4211502462-dpto-3-dormitorios-victor-rae-_JM,2.0,370000.0,2026-07-21,1.0,5.0,140.0,22.0,2.0,11.0,4.0,S,-33.4301826,-70.5695201,
Amplio Dúplex Cerca Del Estadio Español,12400,CLF,12400.0,506475396.0,12400.0,80.0,,3 dormitorios,3.0,3 baños,3.0,155 m² útiles,155.0,,False,"ESTADIO ESPAÑOL, Metro Escuela Militar, Las Condes",Metro Escuela Militar,usada,venta,departamento,las-condes-metropolitana,MLC2068822195,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-2068822195-amplio-duplex-cerca-del-estadio-espanol-_JM,,,,,,,,,,,,,,
Departamento En Venta De 3 Dorm. En Providencia,11200,CLF,11200.0,457579696.0,11200.0,80.0,,3 dormitorios,3.0,2 baños,2.0,140 m² útiles,140.0,,False,"Las Hortencias - El Bosque - Plaza Rio De Janeiro, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC4054619996,portalinmobiliario,,,2026-07-22,2026-08-17,27,2026-08-18,https://www.portalinmobiliario.com/MLC-4054619996-departamento-en-venta-de-3-dorm-en-providencia-_JM,,,,,,,,,,,,,,
Providencia / Metro Ines De Suarez,4800,CLF,4800.0,196206768.0,4800.0,80.0,84.0,2 dormitorios,2.0,1 baño,1.0,60 m² útiles,60.0,,False,"Av. Pedro De Valdivia 2274, 7511185 Providencia, Región Metropolitana, Chile, Inés De Suárez, Providencia",Inés De Suárez,usada,venta,departamento,providencia-metropolitana,MLC2016094021,portalinmobiliario,hace 29 días,2026-06-23,2026-07-22,2026-09-03,44,,https://www.portalinmobiliario.com/MLC-2016094021-providencia-metro-ines-de-suarez-_JM,1.0,25000.0,2026-07-22,0.0,40.0,60.0,,,,,SP,-33.4434809,-70.6062768,
Depto Remodelado Con Terminaciones Premium (170569),11220,CLF,11220.0,458278544.0,11220.0,80.14,,3 dormitorios,3.0,2 baños,2.0,140 m² útiles,140.0,,False,"Vital Apoquindo, Los Dominicos, Las Condes",Los Dominicos,usada,venta,departamento,las-condes-metropolitana,MLC4191768672,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4191768672-depto-remodelado-con-terminaciones-premium-170569-_JM,,,,,,,,,,,,,,
Vendo Hermoso Departamento En Las Condes,261900000,CLP,6412.1,261900000.0,261900000.0,80.15,,3 dormitorios,3.0,2 baños,2.0,80 m² útiles,80.0,,False,"VENDO HERMOSO DEPARTAMENTO EN LAS CONDES, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC4151690998,portalinmobiliario,,,2026-07-22,2026-07-22,1,2026-07-23,https://www.portalinmobiliario.com/MLC-4151690998-vendo-hermoso-departamento-en-las-condes-_JM,,,,,,,,,,,,,,
"Departamento 340mt, Vista, Amplio, Cómodo, Sector San Damián",27250,CLF,27250.0,1113020528.0,27250.0,80.15,,4 dormitorios,4.0,3 baños,3.0,340 m² útiles,340.0,,False,"Camino Fray Montalva, San Damián, Las Condes",San Damián,usada,venta,departamento,las-condes-metropolitana,MLC4126585322,portalinmobiliario,,,2026-07-22,2026-07-22,1,2026-07-23,https://www.portalinmobiliario.com/MLC-4126585322-departamento-340mt-vista-amplio-comodo-sector-san-damian-_JM,,,,,,,,,,,,,,
Departamento En Venta De 3 Dorm. En Las Condes,22700,CLF,22700.0,927176733.0,22700.0,80.21,,3 dormitorios,3.0,3 baños,3.0,283 m² útiles,283.0,BINEXXOS BUSINESS INTELLIGENC,True,"Exclusivo Depto Amplio En Las Condes, Las Condes",Exclusivo Depto Amplio En Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC4155618936,portalinmobiliario,,,2026-07-22,2026-07-29,8,2026-07-30,https://www.portalinmobiliario.com/MLC-4155618936-departamento-en-venta-de-3-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
Departamento Moderno Y Céntrico Con Vista Inigualable,7300,CLF,7300.0,298205438.0,7300.0,80.22,,3 dormitorios,3.0,2 baños,2.0,91 m² útiles,91.0,Coldwell Banker,True,"Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC2074070963,portalinmobiliario,hoy,2026-07-21,2026-07-22,2026-08-13,23,2026-08-14,https://www.portalinmobiliario.com/MLC-2074070963-departamento-moderno-y-centrico-con-vista-inigualable-_JM,1.0,,2026-07-21,1.0,32.0,95.0,4.0,8.0,18.0,7.0,SO,-33.4186992,-70.5703135,
Departamento En Venta De 3 Dorm. En Las Condes,6500,CLF,6500.0,265491135.0,6500.0,80.25,,3 dormitorios,3.0,2 baños,2.0,81 m² útiles,81.0,Fuenzalida Vitacura,True,"Mar Del Sur / Colon, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC4198201270,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4198201270-departamento-en-venta-de-3-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
3d+3b+2e. Apumanque  (175540),10439,CLF,10439.0,426378763.0,10439.0,80.3,,3 dormitorios,3.0,3 baños,3.0,130 m² útiles,130.0,,False,"Avenida Manquehue Sur, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC2063336007,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-2063336007-3d3b2e-apumanque-175540-_JM,,,,,,,,,,,,,,
Dúplex En Venta | Excelente Estado Y Vista Despejada,10600,CLF,10600.0,432954774.0,10600.0,80.3,,3 dormitorios,3.0,3 baños,3.0,132 m² útiles,132.0,Coldwell Banker,True,"Alto Las Condes, Las Condes",Alto Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC2059434519,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-2059434519-duplex-en-venta-excelente-estado-y-vista-despejada-_JM,,,,,,,,,,,,,,
Amplio Dpto En Entorno Tranquilo  (166018),10440,CLF,10440.0,426419608.0,10440.0,80.31,,3 dormitorios,3.0,3 baños,3.0,130 m² útiles,130.0,,False,"María Teresa, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC2061578611,portalinmobiliario,,,2026-07-22,2026-07-25,4,2026-07-26,https://www.portalinmobiliario.com/MLC-2061578611-amplio-dpto-en-entorno-tranquilo-166018-_JM,,,,,,,,,,,,,,
Florencio Barrios Tomas Moro,4900,CLF,4900.0,200139471.0,4900.0,80.33,,2 dormitorios,2.0,2 baños,2.0,61 m² útiles,61.0,,False,"Florencio Barrios 1320, Las Condes, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC4201731272,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4201731272-florencio-barrios-tomas-moro-_JM,,,,,,,,,,,,,,
Departamento En Venta De 3 Dorm. En Las Condes,13900,CLF,13900.0,567742581.0,13900.0,80.35,,3 dormitorios,3.0,3 baños,3.0,173 m² útiles,173.0,,False,"PRESIDENTE RIESCO, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4188277828,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4188277828-departamento-en-venta-de-3-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
"Acogedor Depto 4 D 3 B, Sebastian Elcano",8450,CLF,8450.0,345138476.0,8450.0,80.48,,4 dormitorios,4.0,3 baños,3.0,105 m² útiles,105.0,RE/MAX CENTRAL,True,"Sebastian Elcano, 900 - 1200, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC4191863466,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4191863466-acogedor-depto-4-d-3-b-sebastian-elcano-_JM,,,,,,,,,,,,,,
"Departamento En Venta | 3d + 2b | Mar Del Plata, Providencia",250000000,CLP,6116.2,250000000.0,250000000.0,80.48,98.0,3 dormitorios,3.0,2 baños,2.0,76 m² útiles,76.0,,False,"Mar Del Plata 1800 - 2100, Providencia, Pedro De Valdivia, Providencia",Pedro De Valdivia,usada,venta,departamento,providencia-metropolitana,MLC2009669883,portalinmobiliario,hace 34 días,2026-06-18,2026-07-22,2026-09-01,42,2026-09-02,https://www.portalinmobiliario.com/MLC-2009669883-departamento-en-venta-3d-2b-mar-del-plata-providencia-_JM,1.0,180000.0,2026-07-22,0.0,,80.0,,,,,NP,-33.4327087,-70.6080704,
Hermoso Dpto. 2 Dormitorios Con Amplia Terraza En Las Condes,8050,CLF,8050.0,328800560.0,8050.0,80.5,,2 dormitorios,2.0,2 baños,2.0,100 m² útiles,100.0,,False,"Mayecura 1099, Las Condes, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC4168147140,portalinmobiliario,,,2026-07-22,2026-08-01,11,2026-08-02,https://www.portalinmobiliario.com/MLC-4168147140-hermoso-dpto-2-dormitorios-con-amplia-terraza-en-las-condes-_JM,,,,,,,,,,,,,,
Amplio Departamento Remodelado/el Golf/200 Mt2/4d Más Salita,14900,CLF,14900.0,608587371.0,14900.0,80.54,,4 dormitorios,4.0,4 baños,4.0,185 m² útiles,185.0,Family Home,True,"El Golf/Isidora Goyenechea, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC2063379953,portalinmobiliario,,,2026-07-22,2026-07-24,3,2026-07-25,https://www.portalinmobiliario.com/MLC-2063379953-amplio-departamento-remodeladoel-golf200-mt24d-mas-salita-_JM,,,,,,,,,,,,,,
Espectacular Departamento Sector Verbo Divino / Villa María,12900,CLF,12900.0,526897791.0,12900.0,80.62,,4 dormitorios,4.0,4 baños,4.0,160 m² útiles,160.0,,False,"Rapallo 4200 - 4500, Las Condes, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC2027359399,portalinmobiliario,,,2026-07-22,2026-07-22,1,2026-07-23,https://www.portalinmobiliario.com/MLC-2027359399-espectacular-departamento-sector-verbo-divino-villa-maria-_JM,,,,,,,,,,,,,,
Departamento En Venta De 4 Dorm. En Las Condes,11690,CLF,11690.0,477475595.0,11690.0,80.62,,4 dormitorios,4.0,3 baños,3.0,145 m² útiles,145.0,BINEXXOS BUSINESS INTELLIGENC,True,"Las Condes, Alto Las Condes",Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC4188213614,portalinmobiliario,,,2026-07-22,2026-07-28,7,2026-07-29,https://www.portalinmobiliario.com/MLC-4188213614-departamento-en-venta-de-4-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
Departamento En Venta De 3 Dorm. En Las Condes,8950,CLF,8950.0,365560870.0,8950.0,80.63,,3 dormitorios,3.0,3 baños,3.0,111 m² útiles,111.0,Ascui Propiedades,True,"Luis Zegers / Apoquindo, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC4176384544,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4176384544-departamento-en-venta-de-3-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
Dpto. 3 Dormitorios Los Pozos,10490,CLF,10490.0,428461847.0,10490.0,80.69,,4 dormitorios,4.0,3 baños,3.0,130 m² útiles,130.0,,False,"Los Pozos, Las Condes, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC4168124758,portalinmobiliario,,,2026-07-22,2026-08-01,11,2026-08-02,https://www.portalinmobiliario.com/MLC-4168124758-dpto-3-dormitorios-los-pozos-_JM,,,,,,,,,,,,,,
"Amplio, Luminoso Y Remodelado Dpto De 3 Piezas En El Golf",15500,CLF,15500.0,633216695.0,15500.0,80.73,83.0,4 dormitorios,4.0,4 baños,4.0,192 m² útiles,192.0,,False,"Hendaya, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4216702170,portalinmobiliario,hace 4 meses,2026-03-23,2026-07-22,2026-08-15,25,2026-08-16,https://www.portalinmobiliario.com/MLC-4216702170-amplio-luminoso-y-remodelado-dpto-de-3-piezas-en-el-golf-_JM,2.0,800000.0,2026-07-21,1.0,35.0,212.0,20.0,14.0,15.0,1.0,,-33.417313,-70.5929004,
Metro Los Leones,165000000,CLP,4038.1,165000000.0,165000000.0,80.76,154.0,1 dormitorio,1.0,1 baño,1.0,50 m² útiles,50.0,,False,"Las Bellotas 219, Providencia, Los Leones, Providencia",Los Leones,usada,venta,departamento,providencia-metropolitana,MLC4026676538,portalinmobiliario,hace 54 días,2026-05-29,2026-07-22,2026-08-21,31,2026-08-22,https://www.portalinmobiliario.com/MLC-4026676538-metro-los-leones-_JM,2.0,140000.0,2026-07-22,1.0,,54.0,,5.0,,5.0,SO,-33.42253,-70.6083471,
"Amplio, Precioso Y Luminoso Departamento Con Vista Despejada",7350,CLF,7350.0,300441614.0,7350.0,80.77,89.0,3 dormitorios,3.0,2 baños,2.0,91 m² útiles,91.0,,False,"Brown Nte. 1331, Providencia, Campus Oriente, Providencia",Campus Oriente,usada,venta,departamento,providencia-metropolitana,MLC4143487182,portalinmobiliario,hace 1 año,2025-07-22,2026-07-22,2026-09-03,44,,https://www.portalinmobiliario.com/MLC-4143487182-amplio-precioso-y-luminoso-departamento-con-vista-despejada-_JM,1.0,170000.0,2026-07-22,1.0,25.0,91.0,6.0,,,3.0,,-33.4424848,-70.590658,
Departamento Remodelado En Venta De 3 Dorm. En Las Condes,10990,CLF,10990.0,,10990.0,80.81,,3 dormitorios,3.0,3 baños,3.0,136 m² útiles,136.0,,False,"Cristobal Colón/Sebastián El Cano, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC4132764550,portalinmobiliario,,,2026-07-22,2026-07-23,2,2026-07-24,https://www.portalinmobiliario.com/MLC-4132764550-departamento-remodelado-en-venta-de-3-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
Departamento En Venta De 3 Dorm. En Las Condes,6950,CLF,6950.0,283907917.0,6950.0,80.81,100.0,3 dormitorios,3.0,2 baños,2.0,86 m² útiles,86.0,Lyon y Balmaceda,True,"Manquehue/Los Militares, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC4212313398,portalinmobiliario,hoy,2026-07-21,2026-07-22,2026-08-13,23,2026-08-14,https://www.portalinmobiliario.com/MLC-4212313398-departamento-en-venta-de-3-dorm-en-las-condes-_JM,1.0,180000.0,2026-07-21,1.0,45.0,92.0,6.0,15.0,17.0,4.0,,-33.4106697,-70.566,
"Venta De Departamento De 1 Dormitorio, 5.500 Uf",5500,CLF,5500.0,224646345.0,5500.0,80.88,100.0,1 dormitorio,1.0,1 baño,1.0,68 m² útiles,68.0,,False,"Mayecura 1099, Dpto. 102, Las Condes, Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC4210798730,portalinmobiliario,hace 6 meses,2026-01-22,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4210798730-venta-de-departamento-de-1-dormitorio-5500-uf-_JM,1.0,130000.0,2026-07-21,1.0,10.0,68.0,7.0,18.0,18.0,5.0,O,-33.4188617,-70.5546852,
Estadio Español  Rosa Ohiggins,8900,CLF,8900.0,363577282.0,8900.0,80.91,100.0,3 dormitorios,3.0,3 baños,3.0,110 m² útiles,110.0,CyM Propiedades,True,"ESTADIO ESPAÑOL – ROSA O’HIGGINS, Metro Escuela Militar, Las Condes",Metro Escuela Militar,usada,venta,departamento,las-condes-metropolitana,MLC4213380950,portalinmobiliario,hoy,2026-07-21,2026-07-22,2026-08-14,24,2026-08-15,https://www.portalinmobiliario.com/MLC-4213380950-estadio-espanol-rosa-ohiggins-_JM,1.0,140000.0,2026-07-21,1.0,44.0,130.0,,,,4.0,S,-33.4117432,-70.5747888,
Departamento 3d Con Amplios Espacios En Providencia,8900,CLF,8900.0,363800049.0,8900.0,80.91,,3 dormitorios,3.0,3 baños,3.0,110 m² útiles,110.0,,False,"Darío Urzúa 1812, 7.5006e+06 - 7.5009e+06 Providencia, Región Metropolitana, Chile, Pedro De Valdivia, Providencia",Pedro De Valdivia,usada,venta,departamento,providencia-metropolitana,MLC2055415087,portalinmobiliario,,,2026-07-22,2026-09-03,44,,https://www.portalinmobiliario.com/MLC-2055415087-departamento-3d-con-amplios-espacios-en-providencia-_JM,,,,,,,,,,,,,,
Amplio Departamento En El Corazón De Providencia,7850,CLF,7850.0,320631602.0,7850.0,80.93,94.0,4 dormitorios,4.0,3 baños,3.0,97 m² útiles,97.0,,False,"ROBERTO DEL RIO 1400, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC2072645479,portalinmobiliario,hoy,2026-07-22,2026-07-22,2026-07-22,1,2026-07-23,https://www.portalinmobiliario.com/MLC-2072645479-amplio-departamento-en-el-corazon-de-providencia-_JM,1.0,250000.0,2026-07-22,1.0,0.0,105.0,,,7.0,,NP,-33.431436,-70.5990277,
¡depto De Lujo! ¡preciosa Vista Norte Despejada!,17000,CLF,17000.0,694361430.0,17000.0,80.95,,4 dormitorios,4.0,4 baños,4.0,210 m² útiles,210.0,,False,"DEPARTAMENTO EN VENTA DE 4 DORMITORIOS EN LAS CONDES, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4161007636,portalinmobiliario,,,2026-07-22,2026-07-31,10,2026-08-01,https://www.portalinmobiliario.com/MLC-4161007636-depto-de-lujo-preciosa-vista-norte-despejada-_JM,,,,,,,,,,,,,,
Penthouse Remodelado En El Golf,12000,CLF,12000.0,490137480.0,12500.0,81.08,,3 dormitorios,3.0,3 baños,3.0,148 m² útiles,148.0,Boetsch Propiedades,True,"PENTHOUSE REMODELADO EN EL GOLF, Metro Escuela Militar, Las Condes",Metro Escuela Militar,usada,venta,departamento,las-condes-metropolitana,MLC4176371148,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4176371148-penthouse-remodelado-en-el-golf-_JM,,,,,,,,,,,,,,
"Fantastico Depto 360 Mt 2, Sector El Golf",25950,CLF,25950.0,,25950.0,81.09,,5 dormitorios,5.0,5 baños,5.0,320 m² útiles,320.0,,False,"AVDA VESPUCIO / AVDA ALONSO DE CORDOVA, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC2031482925,portalinmobiliario,,,2026-07-22,2026-07-23,2,2026-07-24,https://www.portalinmobiliario.com/MLC-2031482925-fantastico-depto-360-mt-2-sector-el-golf-_JM,,,,,,,,,,,,,,
¡ Oportunidad En Providencia! Amplio Dpto En Ricardo Lyon.,8190,CLF,8190.0,334766987.0,8190.0,81.09,,3 dormitorios,3.0,3 baños,3.0,101 m² útiles,101.0,,False,"Av. Ricardo Lyon 619, Providencia, Los Leones, Providencia",Los Leones,usada,venta,departamento,providencia-metropolitana,MLC4134298434,portalinmobiliario,,,2026-07-22,2026-09-01,42,2026-09-02,https://www.portalinmobiliario.com/MLC-4134298434--oportunidad-en-providencia-amplio-dpto-en-ricardo-lyon-_JM,,,,,,,,,,,,,,
Vendo Departamento 4d/3b/est/ Metro Manquehue (132955),10300,CLF,10300.0,420701337.0,10300.0,81.1,,4 dormitorios,4.0,3 baños,3.0,127 m² útiles,127.0,,False,"Nevería, Metro Escuela Militar, Las Condes",Metro Escuela Militar,usada,venta,departamento,las-condes-metropolitana,MLC2027787209,portalinmobiliario,,,2026-07-22,2026-07-22,1,2026-07-23,https://www.portalinmobiliario.com/MLC-2027787209-vendo-departamento-4d3best-metro-manquehue-132955-_JM,,,,,,,,,,,,,,
Departamento En Venta De 4 Dorm. En Las Condes,13300,CLF,13300.0,543235707.0,13300.0,81.1,,4 dormitorios,4.0,3 baños,3.0,164 m² útiles,164.0,Maudier Propiedades,True,"El Golf, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4170196344,portalinmobiliario,,,2026-07-22,2026-08-03,13,2026-08-04,https://www.portalinmobiliario.com/MLC-4170196344-departamento-en-venta-de-4-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
Nuevo Valor - Para Remodelar - Plaza Perú - El Golf,14600,CLF,14600.0,596333934.0,14600.0,81.11,,3 dormitorios,3.0,3 baños,3.0,180 m² útiles,180.0,,False,"Isidora Goyenechea 2700 - 3000, Las Condes, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC2055369785,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-2055369785-nuevo-valor-para-remodelar-plaza-peru-el-golf-_JM,,,,,,,,,,,,,,
"Depto. 3 Dorm. + Serv. 176 Mts2 Totales, Malaga",12980,CLF,12980.0,530165374.0,12980.0,81.12,83.0,4 dormitorios,4.0,4 baños,4.0,160 m² útiles,160.0,True Home,True,"Malaga, 1 - 300, Metro Escuela Militar, Las Condes",Metro Escuela Militar,usada,venta,departamento,las-condes-metropolitana,MLC4205362454,portalinmobiliario,,,2026-07-22,2026-08-05,15,2026-08-06,https://www.portalinmobiliario.com/MLC-4205362454-depto-3-dorm-serv-176-mts2-totales-malaga-_JM,1.0,450000.0,2026-07-21,0.0,34.0,176.0,,3.0,,,N,-33.4163777,-70.5862899,
Gran Depto. 5d 4b 1e 1b Sector Rotonda Atenas Las Condes,10550,CLF,10550.0,,10550.0,81.15,,5 dormitorios,5.0,4 baños,4.0,130 m² útiles,130.0,Coldwell Banker,True,"Rotonda Atenas, Las Condes",Rotonda Atenas,usada,venta,departamento,las-condes-metropolitana,MLC2030453197,portalinmobiliario,,,2026-07-22,2026-07-23,2,2026-07-24,https://www.portalinmobiliario.com/MLC-2030453197-gran-depto-5d-4b-1e-1b-sector-rotonda-atenas-las-condes-_JM,,,,,,,,,,,,,,
¡oportunidad! 3d 2b Excelente Ubicación,5600,CLF,5600.0,228819360.0,5600.0,81.16,98.0,3 dormitorios,3.0,2 baños,2.0,69 m² útiles,69.0,,False,"¡OPORTUNIDAD! 3D 2B EXCELENTE UBICACIÓN, Manuel Montt, Providencia",Manuel Montt,usada,venta,departamento,providencia-metropolitana,MLC1992041135,portalinmobiliario,hace 44 días,2026-06-08,2026-07-22,2026-08-21,31,2026-08-22,https://www.portalinmobiliario.com/MLC-1992041135-oportunidad-3d-2b-excelente-ubicacion-_JM,0.0,80000.0,2026-07-22,0.0,65.0,74.0,,5.0,,,O,-33.4282111,-70.6211003,
Departamento Venta El Golf 3d/3b. Vista Despejada,12500,CLF,12500.0,510559875.0,12990.0,81.17,,3 dormitorios,3.0,3 baños,3.0,154 m² útiles,154.0,,False,"Isidora Goyenechea/ Presidente Riesco, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC2048443599,portalinmobiliario,,,2026-07-22,2026-08-01,11,2026-08-02,https://www.portalinmobiliario.com/MLC-2048443599-departamento-venta-el-golf-3d3b-vista-despejada-_JM,,,,,,,,,,,,,,
Providencia | Santa Beatriz | Metro Manuel Montt,6900,CLF,6900.0,281938140.0,6900.0,81.18,94.0,3 dormitorios,3.0,2 baños,2.0,85 m² útiles,85.0,,False,"PROVIDENCIA | SANTA BEATRIZ | METRO MANUEL MONTT, Pedro De Valdivia, Providencia",Pedro De Valdivia,usada,venta,departamento,providencia-metropolitana,MLC1980828305,portalinmobiliario,hace 52 días,2026-05-31,2026-07-22,2026-08-21,31,2026-08-22,https://www.portalinmobiliario.com/MLC-1980828305-providencia-santa-beatriz-metro-manuel-montt-_JM,1.0,280000.0,2026-07-22,1.0,18.0,91.0,,4.0,16.0,,SP,-33.4267512,-70.6176574,
Departamento En Venta En Providencia,6900,CLF,6900.0,281965395.0,6900.0,81.18,85.0,2 dormitorios,2.0,2 baños,2.0,85 m² útiles,85.0,,False,"FRANCISCO BILBAO., Barrio Italia, Providencia",Barrio Italia,usada,venta,departamento,providencia-metropolitana,MLC4155689930,portalinmobiliario,hace 2 meses,2026-05-23,2026-07-22,2026-08-24,34,2026-08-25,https://www.portalinmobiliario.com/MLC-4155689930-departamento-en-venta-en-providencia-_JM,1.0,130000.0,2026-07-22,1.0,11.0,92.0,7.0,,,,NP,-33.4415503,-70.6220047,
Venta Departamento A Pasos Metro Escuela Militar Y Alcantara,12990,CLF,12990.0,530573822.0,12990.0,81.19,,3 dormitorios,3.0,4 baños,4.0,160 m² útiles,160.0,ENTRE PROPIEDADES,True,"Malaga, Metro Escuela Militar, Las Condes",Metro Escuela Militar,usada,venta,departamento,las-condes-metropolitana,MLC4164840822,portalinmobiliario,,,2026-07-22,2026-08-01,11,2026-08-02,https://www.portalinmobiliario.com/MLC-4164840822-venta-departamento-a-pasos-metro-escuela-militar-y-alcantara-_JM,,,,,,,,,,,,,,
