title,price_uf,price_clp,m2_utiles,uf_per_m2,zona_uf_m2,bedrooms_n,parking,gastos_comunes_clp,comuna,barrio,first_seen_date,publicado_fecha_est,url
Oportunidad: Estudio Amoblado En Barrio Universitario,1125.2,46000000.0,19.0,59.22,74.0,,0.0,48000.0,Santiago,Ejército - Toesca,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4398178076-oportunidad-estudio-amoblado-en-barrio-universitario-_JM
Vive O Invierte En Pleno Santiago Metro Parque Almagro,2370.0,96886453.0,40.0,59.25,74.0,2.0,0.0,100000.0,Santiago,Parque Almagro,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193308543-vive-o-invierte-en-pleno-santiago-metro-parque-almagro-_JM
Studio Full Amoblado Metro Santa Ana Piso 12,1600.0,65408576.0,27.0,59.26,73.0,1.0,0.0,60000.0,Santiago,Centro Histórico De Santiago,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4421810558-studio-full-amoblado-metro-santa-ana-piso-12-_JM
San Pablo (180451),1659.7,67850000.0,28.0,59.28,71.0,1.0,0.0,50000.0,Santiago,Centro Histórico De Santiago,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194357991-san-pablo-180451-_JM
Sta Isabel Est Y Bod Impecable!,3799.0,155304488.0,64.0,59.36,65.0,2.0,1.0,85000.0,Santiago,Santa Isabel,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193645645-sta-isabel-est-y-bod-impecable-_JM
Se Vende Departamento 1 Dorm Vista Norte (149571),1900.0,77672684.0,32.0,59.38,82.0,1.0,0.0,58000.0,Santiago,Santa Isabel,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4445080550-se-vende-departamento-1-dorm-vista-norte-149571-_JM
"Un Dormitorio , Calle San Francisco",1900.0,77672684.0,32.0,59.38,74.0,1.0,0.0,70000.0,Santiago,San Diego,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4409941366-un-dormitorio-calle-san-francisco-_JM
"Departamento En Venta Mariposa, 2 Dorm. 2 Baños En Santiago",3090.0,126320312.0,52.0,59.42,65.0,2.0,0.0,115000.0,Santiago,Santa Isabel,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437288152-departamento-en-venta-mariposa-2-dorm-2-banos-en-santiago-_JM
Departamento Calle San Ignacio De Loyola Id: 64564,2080.0,85031149.0,35.0,59.43,74.0,1.0,0.0,45000.0,Santiago,Parque Almagro,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441938250-departamento-calle-san-ignacio-de-loyola-id-64564-_JM
"Metro Matta-san Francisco, 37m2, Bodega,seguridad,piscina,",2200.0,89936792.0,37.0,59.46,82.0,1.0,0.0,80000.0,Santiago,Bogotá - Sierra Bella,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212116743-metro-matta-san-francisco-37m2-bodegaseguridadpiscina-_JM
"Departamento 1 Dormitorio, 1 Baño Estacionamiento Y Bodega",2200.0,89936792.0,37.0,59.46,79.0,1.0,1.0,100000.0,Santiago,Bogotá - Sierra Bella,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422463270-departamento-1-dormitorio-1-bano-estacionamiento-y-bodega-_JM
Vende Depto 1d 1b Estac Y Bodega Portugal  941,2200.0,89936792.0,37.0,59.46,82.0,1.0,1.0,90000.0,Santiago,Barrio Diez De Julio,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-2203499841-vende-depto-1d-1b-estac-y-bodega-portugal-941-_JM
Comodo Depto Cercano Al Centro,3449.1,141000000.0,58.0,59.47,65.0,3.0,0.0,0.0,Santiago,Santa Isabel,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450268246-comodo-depto-cercano-al-centro-_JM
Metro Sta Ana- Huerfanos (99423),2500.0,102200900.0,42.0,59.52,73.0,2.0,0.0,95000.0,Santiago,Barrio Brasil,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211611769-metro-sta-ana-huerfanos-99423-_JM
Departamento En Venta De 2 Dorm. En Santiago,2800.0,114465008.0,47.0,59.57,82.0,2.0,3.0,120000.0,Santiago,Vicuña Mackenna Con Victoria,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2215974339-departamento-en-venta-de-2-dorm-en-santiago-_JM
Depto. 2d + 2b  Vista Panoramica,3100.0,126729116.0,52.0,59.62,54.0,2.0,0.0,85000.0,Santiago,Bulnes,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212104067-depto-2d-2b-vista-panoramica-_JM
Depto.santa Isabel-san Francisco (172433),3100.0,126729116.0,52.0,59.62,54.0,2.0,0.0,0.0,Santiago,San Diego,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191878151-deptosanta-isabel-san-francisco-172433-_JM
Tu Nuevo Hogar En Santiago Con Excelente Conectividad,2565.0,104858123.0,43.0,59.65,71.0,2.0,0.0,110000.0,Santiago,Centro Histórico De Santiago,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4430069002-tu-nuevo-hogar-en-santiago-con-excelente-conectividad-_JM
Tu Nuevo Hogar En Santiago Con Excelente Conectividad,2565.0,104858123.0,43.0,59.65,71.0,2.0,0.0,110000.0,Santiago,Centro Histórico De Santiago,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4430390180-tu-nuevo-hogar-en-santiago-con-excelente-conectividad-_JM
Compra / Inversión Stgo / 1d / 1b Cocina / Metro Irrazaval,1790.0,73175844.0,30.0,59.67,82.0,1.0,0.0,45000.0,Santiago,Bogotá - Sierra Bella,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443902242-compra-inversion-stgo-1d-1b-cocina-metro-irrazaval-_JM
Venta Depto 1 Habitación San Diego - Santiago (5099),1850.0,75628666.0,31.0,59.68,74.0,1.0,0.0,50000.0,Santiago,Bulnes,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449886100-venta-depto-1-habitacion-san-diego-santiago-5099-_JM
Hermoso Departamento Lira 399 2d2b,3700.0,151257332.0,62.0,59.68,65.0,2.0,1.0,99000.0,Santiago,Santa Isabel,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4430685562-hermoso-departamento-lira-399-2d2b-_JM
Venta Departamento Cercano A Estación De Metro,1850.0,75628666.0,31.0,59.68,82.0,1.0,0.0,80000.0,Santiago,Barrio Diez De Julio,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207057279-venta-departamento-cercano-a-estacion-de-metro-_JM
Venta Departamento Precio Uf1850 Portugal 442,1850.0,75628666.0,31.0,59.68,82.0,1.0,0.0,73000.0,Santiago,Barrio Diez De Julio,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4428253946-venta-departamento-precio-uf1850-portugal-442-_JM
Departamento Tucapel Jiménez Id: 143607,1910.0,78081488.0,32.0,59.69,73.0,1.0,0.0,85000.0,Santiago,Centro Histórico De Santiago,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-4394177582-departamento-tucapel-jimenez-id-143607-_JM
Acogedor 1d1b Con Terraza En Santiago,1672.0,68351962.0,28.0,59.71,82.0,1.0,0.0,45000.0,Santiago,Bogotá - Sierra Bella,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2198151913-acogedor-1d1b-con-terraza-en-santiago-_JM
Moderno Depto. Con Excelente Conectividad (177882),2030.0,82987131.0,34.0,59.71,73.0,1.0,0.0,80000.0,Santiago,Centro Histórico De Santiago,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447977686-moderno-depto-con-excelente-conectividad-177882-_JM
Ubicacion Estrategia / Excelente Conectividad,2270.0,92798417.0,38.0,59.74,71.0,1.0,1.0,80000.0,Santiago,Centro Histórico De Santiago,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2201520529-ubicacion-estrategia-excelente-conectividad-_JM
Hermoso Departamento Remodelado 3d 2b 1bdga Barrio Vaticano,5200.0,212577872.0,87.0,59.77,80.0,3.0,0.0,,Providencia,Plaza Italia,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2202238231-hermoso-departamento-remodelado-3d-2b-1bdga-barrio-vaticano-_JM
Moderno Departamento 2d En Santiago Centro,2990.0,122232276.0,50.0,59.8,74.0,2.0,1.0,0.0,Santiago,Ejército - Toesca,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4428252058-moderno-departamento-2d-en-santiago-centro-_JM
"Departamento En Venta 2 Dorm, Ubicado En Marín, Santiago",2695.0,110172570.0,45.0,59.89,82.0,2.0,0.0,75000.0,Santiago,Santa Isabel,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2206676071-departamento-en-venta-2-dorm-ubicado-en-marin-santiago-_JM
Remodelado En El Corazón De Providencia,5750.0,235062070.0,96.0,59.9,94.0,2.0,0.0,170000.0,Providencia,Los Leones,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447152328-remodelado-en-el-corazon-de-providencia-_JM
Oferta!  Santiago Eleuterio Ramirez  2d 2b E B,2998.0,122559319.0,50.0,59.96,74.0,2.0,1.0,120000000.0,Santiago,Bulnes,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449873388-oferta-santiago-eleuterio-ramirez-2d-2b-e-b-_JM
Departamento Monjitas Id: 157151,2100.0,85848756.0,35.0,60.0,73.0,1.0,0.0,0.0,Santiago,Centro Histórico De Santiago,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-4394164962-departamento-monjitas-id-157151-_JM
Departamento En Venta De 3 Dorm. En Santiago,3900.0,159433404.0,65.0,60.0,65.0,3.0,1.0,120000.0,Santiago,Santa Isabel,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4411457626-departamento-en-venta-de-3-dorm-en-santiago-_JM
Conectividad Y Confort En Un Solo Lugar (178716),2100.0,85848756.0,35.0,60.0,74.0,1.0,0.0,0.0,Santiago,San Diego,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2208876481-conectividad-y-confort-en-un-solo-lugar-178716-_JM
Se Vende Depto. 2 Dorm/1baño/1estac/1bd./metro Toesca/mp062,2700.0,110376972.0,45.0,60.0,74.0,2.0,1.0,120000.0,Santiago,Ejército - Toesca,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447965590-se-vende-depto-2-dorm1bano1estac1bdmetro-toescamp062-_JM
Vendo 1 Dorm Inversionistas! (174266),1860.0,76037470.0,31.0,60.0,82.0,1.0,0.0,60000.0,Santiago,Barrio Diez De Julio,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447990782-vendo-1-dorm-inversionistas-174266-_JM
Depto 2 Dormitorios Grandes  2 Baños Estacionamiento Bodega,3300.0,134905188.0,55.0,60.0,54.0,2.0,1.0,0.0,Santiago,Parque Almagro,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439470010-depto-2-dormitorios-grandes-2-banos-estacionamiento-bodega-_JM
Vive Con Tranquilidad Y Seguridad. (132494),1860.0,76037470.0,31.0,60.0,74.0,1.0,0.0,93620.0,Santiago,Parque Almagro,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4423670236-vive-con-tranquilidad-y-seguridad-132494-_JM
Metro Sta Isabel 2d+1b+est+bod Piso 2 Terraza Y Loggia,3000.0,122641080.0,50.0,60.0,82.0,2.0,1.0,80000.0,Santiago,Santa Isabel,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2189302601-metro-sta-isabel-2d1bestbod-piso-2-terraza-y-loggia-_JM
Departamento En Venta De 1 Dorm. En Santiago,2100.0,85848756.0,35.0,60.0,82.0,1.0,0.0,65000.0,Santiago,Santa Isabel,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4419429796-departamento-en-venta-de-1-dorm-en-santiago-_JM
Departamento En Venta De 2 Dorm. En Santiago,3000.0,122641080.0,50.0,60.0,,2.0,1.0,,Santiago,Franklin - Biobío,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449860590-departamento-en-venta-de-2-dorm-en-santiago-_JM
Oferta Rebajado!! (84828),1800.0,73584648.0,30.0,60.0,72.0,1.0,1.0,40000.0,Santiago,Parque O'Higgins,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219776951-oferta-rebajado-84828-_JM
Oportunidad!! Tipo Estudio. Serrano Cerca Metro U De Chile.,1080.0,44150789.0,18.0,60.0,74.0,1.0,0.0,39000.0,Santiago,San Diego,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430394022-oportunidad-tipo-estudio-serrano-cerca-metro-u-de-chile-_JM
"2 Dormitorios En Suite, 1 Estacionamiento, Piscina",3300.0,134905188.0,55.0,60.0,54.0,2.0,1.0,130000.0,Santiago,Ejército - Toesca,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443903520-2-dormitorios-en-suite-1-estacionamiento-piscina-_JM
Departamento Remodelado 3d2b1e,4800.0,196225728.0,80.0,60.0,49.0,3.0,1.0,,Santiago,Barrio Yungay,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207048521-departamento-remodelado-3d2b1e-_JM
Venta Departamento 1hab 1ba Santiago,1682.0,68760766.0,28.0,60.07,74.0,1.0,0.0,70000.0,Santiago,Parque O'Higgins,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-2215989933-venta-departamento-1hab-1ba-santiago-_JM
Venta Depto 2d 2b 1e 1b Santa Isabel Santiago,3850.0,157389386.0,64.0,60.16,65.0,2.0,1.0,12.0,Santiago,Santa Isabel,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191202385-venta-depto-2d-2b-1e-1b-santa-isabel-santiago-_JM
Vendo Depto 1d/1b En Stgo Centro (67308),1625.0,66430585.0,27.0,60.19,74.0,1.0,0.0,65000.0,Santiago,Bulnes,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447965692-vendo-depto-1d1b-en-stgo-centro-67308-_JM
Depto En Venta 2d2b Metro Parque Almagro (168111),2950.0,120597062.0,49.0,60.2,74.0,2.0,0.0,130000.0,Santiago,San Diego,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4445080026-depto-en-venta-2d2b-metro-parque-almagro-168111-_JM
Tu Nuevo Hogar En Manuel Antonio Tocornal,2350.0,96068846.0,39.0,60.26,82.0,1.0,1.0,75000.0,Santiago,Santa Isabel,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404158714-tu-nuevo-hogar-en-manuel-antonio-tocornal-_JM
"Santa Victoria / Calle Lira,",2050.0,83804738.0,34.0,60.29,82.0,1.0,0.0,80000.0,Santiago,Santa Isabel,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193650247-santa-victoria-calle-lira-_JM
"Porvenir 749, Ideal Inversionistas! (127746)",1750.0,71540630.0,29.0,60.34,82.0,1.0,0.0,60000.0,Santiago,San Diego,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447978392-porvenir-749-ideal-inversionistas-127746-_JM
Hermoso Home Metro Moneda,1750.0,71540630.0,29.0,60.34,74.0,1.0,0.0,50000.0,Santiago,Bulnes,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2199668777-hermoso-home-metro-moneda-_JM
"¡moderno Depto. En Santa Lucía, 2 Baños Y 2 Privados!",3500.0,143081260.0,58.0,60.34,68.0,2.0,1.0,120000.0,Santiago,Santa Isabel,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2208871947-moderno-depto-en-santa-lucia-2-banos-y-2-privados-_JM
Metro La Moneda Vista Despejada,1810.2,74000000.0,30.0,60.34,74.0,1.0,0.0,600000.0,Santiago,Bulnes,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4414862648-metro-la-moneda-vista-despejada-_JM
Acogedor 1d1b Con Terraza En Santiago,1690.0,69087808.0,28.0,60.36,82.0,1.0,0.0,50000.0,Santiago,Bogotá - Sierra Bella,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2198151779-acogedor-1d1b-con-terraza-en-santiago-_JM
Departamento Amoblado A Pasos De Hospital San Borja,1690.0,69087808.0,28.0,60.36,,1.0,0.0,,Santiago,Parque O'Higgins,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404462360-departamento-amoblado-a-pasos-de-hospital-san-borja-_JM
Departamento Nuevo Tipo Estudio,1510.0,61729344.0,25.0,60.4,74.0,1.0,0.0,,Santiago,San Diego,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211369003-departamento-nuevo-tipo-estudio-_JM
Venta Departamento 2hab 2ba Santiago,2900.0,118553044.0,48.0,60.42,82.0,2.0,1.0,150000.0,Santiago,Santa Isabel,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4444430382-venta-departamento-2hab-2ba-santiago-_JM
Departamento General Mackenna Id: 156245,2900.0,118553044.0,48.0,60.42,71.0,2.0,1.0,85000.0,Santiago,Centro Histórico De Santiago,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-4394307006-departamento-general-mackenna-id-156245-_JM
Venta Departamento 2 Dor 2 Baños Vista Despejada,2900.0,118553044.0,48.0,60.42,71.0,2.0,2.0,75000.0,Santiago,Centro Histórico De Santiago,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212106817-venta-departamento-2-dor-2-banos-vista-despejada-_JM
"Oportunidad Única, En Venta Depto Estudio En Santiago",1390.0,56823700.0,23.0,60.43,66.0,1.0,0.0,70000.0,Santiago,Barrio Brasil,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207174781-oportunidad-unica-en-venta-depto-estudio-en-santiago-_JM
Moderno Depto Con Excelente Conectividad (174211),2296.9,93900000.0,38.0,60.44,82.0,1.0,1.0,70000.0,Santiago,Santa Isabel,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447977778-moderno-depto-con-excelente-conectividad-174211-_JM
Vendo Depto Stgo Centro,1815.0,74197853.0,30.0,60.5,82.0,1.0,0.0,1.0,Santiago,Santa Isabel,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191069143-vendo-depto-stgo-centro-_JM
Departamento En Venta En Santiago Sur,3090.0,126320312.0,51.0,60.59,74.0,2.0,0.0,90000.0,Santiago,Bulnes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219751199-departamento-en-venta-en-santiago-sur-_JM
Departamento San Diego Id: 158965,2000.0,81760720.0,33.0,60.61,74.0,1.0,0.0,40000.0,Santiago,Parque O'Higgins,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4433070636-departamento-san-diego-id-158965-_JM
Departamento En Venta De 1 Dorm. En Santiago. M Santa Lucia,2000.0,81760720.0,33.0,60.61,82.0,1.0,0.0,65000.0,Santiago,Santa Isabel,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4417962102-departamento-en-venta-de-1-dorm-en-santiago-m-santa-lucia-_JM
Ideal Para Inversionista (180753),2000.0,81760720.0,33.0,60.61,82.0,1.0,1.0,80000.0,Santiago,Santa Isabel,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2201809695-ideal-para-inversionista-180753-_JM
Venta Depto De 2d+1b | Metro U. De Chile Y Parque Almagro,2550.0,104234846.0,42.0,60.71,74.0,2.0,0.0,95000.0,Santiago,San Diego,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2214538135-venta-depto-de-2d1b-metro-u-de-chile-y-parque-almagro-_JM
2 Estacionamientos/argomedo  (137409),3400.0,138993224.0,56.0,60.71,65.0,2.0,2.0,100000.0,Santiago,Santa Isabel,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-4394177942-2-estacionamientosargomedo-137409-_JM
Arturo Prat,1883.0,76977718.0,31.0,60.74,,1.0,,,Santiago,San Diego,2026-09-05,,https://www.portalinmobiliario.com/MLC-4449885550-arturo-prat-_JM
Oportunidad Departamento 1 Dormitorio Metro U De Chile,1944.7,79500000.0,32.0,60.77,74.0,1.0,0.0,75000.0,Santiago,Bulnes,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-2203499657-oportunidad-departamento-1-dormitorio-metro-u-de-chile-_JM
Venta Dp 2d 1b Calle San Stgo Centro Parque O Higgins,2252.0,92062571.0,37.0,60.86,74.0,2.0,1.0,60000.0,Santiago,Parque Almagro,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2195807249-venta-dp-2d-1b-calle-san-stgo-centro-parque-o-higgins-_JM
Amplios Espacios Para Disfrutar En Familia (132520),2130.0,87075167.0,35.0,60.86,82.0,1.0,0.0,0.0,Santiago,Santa Isabel,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422155946-amplios-espacios-para-disfrutar-en-familia-132520-_JM
Oportunidad De Negocio En Santiago! Dpto 2d2b Stg. Centro,2800.0,114465008.0,46.0,60.87,73.0,2.0,0.0,110000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4410884192-oportunidad-de-negocio-en-santiago-dpto-2d2b-stg-centro-_JM
"Depto Remodelado 2d, 1b, Terraza Y Estacionamiento",2740.0,112012186.0,45.0,60.89,74.0,2.0,1.0,120000.0,Santiago,Ejército - Toesca,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437056546-depto-remodelado-2d-1b-terraza-y-estacionamiento-_JM
Departamento Merced Id: 166974,1950.0,79716702.0,32.0,60.94,83.0,1.0,0.0,30000.0,Santiago,Centro Histórico De Santiago,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4433070638-departamento-merced-id-166974-_JM
Studio A Pasos Del Metro Baquedano/admite Mascotas,1950.0,79716702.0,32.0,60.94,83.0,1.0,0.0,40000.0,Providencia,Plaza Italia,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437060926-studio-a-pasos-del-metro-baquedanoadmite-mascotas-_JM
Portugal Con Porvenir. Metro Irarrazaval (168356),1890.0,77263880.0,31.0,60.97,82.0,1.0,0.0,70000.0,Santiago,Barrio Diez De Julio,2026-09-04,2026-09-05,https://www.portalinmobiliario.com/MLC-4447965066-portugal-con-porvenir-metro-irarrazaval-168356-_JM
Se Vende Depto 1 Dormitorio Y Bodega,2500.0,102200900.0,41.0,60.98,73.0,1.0,0.0,67000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4416381652-se-vende-depto-1-dormitorio-y-bodega-_JM
Moderno Depto Con Terraza Y Excelente Conectividad,1770.0,72358237.0,29.0,61.03,74.0,1.0,0.0,80000.0,Santiago,Parque O'Higgins,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207897489-moderno-depto-con-terraza-y-excelente-conectividad-_JM
Departamento En Venta De 1 Dorm. A Pasos Metro Santa Ana,1650.0,67452594.0,27.0,61.11,73.0,1.0,0.0,50000.0,Santiago,Centro Histórico De Santiago,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4428248838-departamento-en-venta-de-1-dorm-a-pasos-metro-santa-ana-_JM
Venta Departamento 1hab 1ba Santiago,1528.0,62465190.0,25.0,61.12,82.0,1.0,0.0,60000.0,Santiago,Santa Isabel,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219754173-venta-departamento-1hab-1ba-santiago-_JM
Departamento En Venta De 1 Dorm. En Santiago,1834.6,75000000.0,30.0,61.15,82.0,1.0,0.0,0.0,Santiago,Santa Isabel,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2212098025-departamento-en-venta-de-1-dorm-en-santiago-_JM
Vive O Invierte En Santiago Centro  Piso 18 Con Vista Norpon,2690.8,110000000.0,44.0,61.15,82.0,2.0,0.0,100000.0,Santiago,Santa Isabel,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2211372555-vive-o-invierte-en-santiago-centro-piso-18-con-vista-norpon-_JM
Acogedor Depto En Santiago Centro,1956.9,80000000.0,32.0,61.15,,1.0,0.0,,Santiago,Santa Isabel,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2211794001-acogedor-depto-en-santiago-centro-_JM
